id,x_center,y_center
250mN303450E445400,11.872823583580342,50.40830998224205
250mN303450E445425,11.876339226313153,50.40825250217864
250mN303450E445450,11.879854861188573,50.408194914341905
250mN303450E445475,11.883370488191945,50.40813721873228
250mN303450E445500,11.886886107308566,50.40807941535013
250mN303450E445525,11.89040171852377,50.40802150419584
250mN303450E445550,11.893917321822867,50.40796348526984
250mN303450E445575,11.897432917191173,50.407905358572464
250mN303450E445600,11.900948504614021,50.407847124104144
250mN303450E445625,11.904464084076713,50.40778878186527
250mN303450E445650,11.907979655564581,50.407730331856236
250mN303450E445675,11.911495219062937,50.407671774077414
250mN303450E445700,11.915010774557109,50.40761310852922
250mN303450E445725,11.918526322032404,50.40755433521204
250mN303450E445750,11.92204186147416,50.407495454126284
250mN303450E445775,11.925557392867686,50.40743646527236
250mN303450E445800,11.929072916198306,50.40737736865064
250mN303450E445825,11.932588431451336,50.40731816426151
250mN303450E445850,11.936103938612112,50.40725885210542
250mN303450E445875,11.939619437665938,50.40719943218273
250mN303450E445900,11.943134928598159,50.40713990449385
250mN303450E445925,11.946650411394065,50.40708026903919
250mN303450E445950,11.950165886039006,50.407020525819156
250mN303450E445975,11.953681352518297,50.40696067483413
250mN303450E446000,11.957196810817257,50.40690071608454
250mN303450E446025,11.960712260921218,50.40684064957077
250mN303450E446050,11.964227702815492,50.406780475293246
250mN303425E444050,11.682887620460768,50.40900693145608
250mN303425E444075,11.686403498708444,50.40895527453136
250mN303425E444100,11.68991936989323,50.408903509819275
250mN303425E444125,11.693435234000436,50.40885163732021
250mN303425E444150,11.696951091015366,50.408799657034514
250mN303425E444175,11.70046694092333,50.40874756896252
250mN303425E444200,11.703982783709632,50.40869537310458
250mN303425E444225,11.707498619359589,50.40864306946107
250mN303425E444250,11.7110144478585,50.40859065803233
250mN303425E444275,11.71453026919168,50.40853813881873
250mN303425E444300,11.718046083344433,50.40848551182057
250mN303425E444325,11.721561890302073,50.40843277703825
250mN303425E444350,11.725077690049908,50.40837993447214
250mN303425E444375,11.728593482573237,50.408326984122546
250mN303425E444400,11.732109267857384,50.40827392598988
250mN303425E444425,11.735625045887653,50.40822076007448
250mN303425E444450,11.739140816649362,50.4081674863767
250mN303425E444475,11.742656580127809,50.408114104896896
250mN303425E444500,11.746172336308312,50.40806061563543
250mN303425E444525,11.749688085176178,50.40800701859266
250mN303425E444550,11.753203826716726,50.407953313768964
250mN303425E444575,11.756719560915252,50.4078995011647
250mN303425E444600,11.760235287757085,50.407845580780226
250mN303425E444625,11.763751007227537,50.407791552615905
250mN303425E444650,11.767266719311902,50.407737416672106
250mN303425E444675,11.770782423995508,50.4076831729492
250mN303425E444700,11.774298121263662,50.40762882144754
250mN303425E444725,11.777813811101678,50.40757436216749
250mN303425E444750,11.781329493494868,50.40751979510944
250mN303425E444775,11.784845168428543,50.407465120273734
250mN303425E444800,11.788360835888023,50.407410337660764
250mN303425E444825,11.791876495858626,50.407355447270895
250mN303425E444850,11.79539214832565,50.40730044910449
250mN303425E444875,11.798907793274418,50.40724534316191
250mN303425E444900,11.802423430690245,50.40719012944355
250mN303425E444925,11.805939060558456,50.40713480794976
250mN303425E444950,11.809454682864349,50.407079378680926
250mN303425E444975,11.812970297593246,50.40702384163744
250mN303425E445000,11.81648590473046,50.40696819681965
250mN303425E445025,11.820001504261315,50.40691244422795
250mN303425E445050,11.823517096171118,50.40685658386271
250mN303425E445075,11.827032680445189,50.406800615724286
250mN303425E445100,11.83054825706885,50.40674453981309
250mN303425E445125,11.834063826027405,50.40668835612948
250mN303425E445150,11.837579387306183,50.40663206467384
250mN303425E445175,11.841094940890494,50.40657566544655
250mN303425E445200,11.844610486765664,50.406519158448006
250mN303425E445225,11.848126024916999,50.40646254367858
250mN303425E445250,11.851641555329826,50.40640582113861
250mN303425E445275,11.855157077989462,50.40634899082857
250mN303425E445300,11.858672592881222,50.40629205274877
250mN303425E445325,11.862188099990426,50.406235006899614
250mN303425E445350,11.865703599302398,50.40617785328151
250mN303425E445375,11.86921909080245,50.40612059189481
250mN303425E445400,11.87273457447591,50.40606322273991
250mN303425E445425,11.876250050308087,50.40600574581721
250mN303425E445450,11.879765518284314,50.40594816112711
250mN303425E445475,11.883280978389898,50.40589046866994
250mN303425E445500,11.886796430610163,50.40583266844616
250mN303425E445525,11.890311874930442,50.405774760456126
250mN303425E445550,11.893827311336038,50.40571674470023
250mN303425E445575,11.897342739812286,50.40565862117886
250mN303425E445600,11.900858160344503,50.40560038989242
250mN303425E445625,11.90437357291801,50.4055420508413
250mN303425E445650,11.907888977518132,50.405483604025896
250mN303425E445675,11.91140437413019,50.405425049446585
250mN303425E445700,11.914919762739503,50.40536638710378
250mN303425E445725,11.918435143331399,50.405307616997874
250mN303425E445750,11.921950515891197,50.40524873912929
250mN303425E445775,11.925465880404229,50.40518975349838
250mN303425E445800,11.928981236855806,50.405130660105556
